name;comment;element_type;country;lat;long;exact;start;stop;source;capacity_E_MW;capacity_TH_MW;fuel1;fuel2;fuel3;fuel4;owner;gppd_idnr;url;geolocation_source;year_of_capacity_data;generation_gwh_2013;generation_gwh_2014;generation_gwh_2015;generation_gwh_2016;estimated_generation_gwh
[str];[str];[str];[str];[deg];[deg];[boolean];[yyyy];[yyyy];[str];[double];[double];[str];[str];[str];[str];[str];[str];[str];[str];[yyyy];[GWh];[GWh];[GWh];[GWh];[GWh]
Holthausen;;{J};Germany;51.1756;6.838;1;1948;;Open Power System Data;84;;Gas;;;;Henkel AG & Co.KGaA;WRI1005829;http://data.open-power-system-data.org/;Open Power System Data;;;;;;214.1066915
HKW Barmen;;{J};Germany;51.2689;7.2003;1;2005;;Open Power System Data;82;;Gas;;;;WSW Energie & Wasser AG;WRI1005775;http://data.open-power-system-data.org/;Open Power System Data;;;;;;209.0089131
HKW Potsdam-S«¨d;;{J};Germany;52.3661;13.1125;1;1996;;Open Power System Data;81.8;;Gas;;;;Energie und Wasser Potsdam GmbH;WRI1005807;http://data.open-power-system-data.org/;Open Power System Data;;;;;;208.4991353
S«¨d DT1;;{J};Germany;48.1351;11.582;1;1980;;Open Power System Data;79.7;;Gas;;;;SWM Services GmbH;WRI1006062;http://data.open-power-system-data.org/;Open Power System Data;;;;;;203.146468
GuD Baunatal  VW Werksgel«œnde;;{J};Germany;51.2531;9.4379;1;2013;;Open Power System Data;78;;Gas;;;;Volkswagen AG;WRI1005712;http://data.open-power-system-data.org/;Open Power System Data;;;;;;198.8133564
GuD-HKW Neubrandenburg;;{J};Germany;53.5745;13.2951;1;1997;;Open Power System Data;75;;Gas;;;;Neubrandenburger Stadtwerke GmbH / VASA Kraftwerkepool GmbH und Co. KG;WRI1005722;http://data.open-power-system-data.org/;Open Power System Data;;;;;;191.1666888
BP Werk Lingen;;{J};Germany;52.5606;7.2952;1;1996;;Open Power System Data;66;;Gas;;;;BP Europa SE;WRI1005617;http://data.open-power-system-data.org/;Open Power System Data;;;;;;168.2266862
Industriekraftwerk Bernburg (IKB);;{J};Germany;51.8012;11.7544;1;1994;;Open Power System Data;66;;Gas;;;;Solvay Chemicals GmbH;WRI1005841;http://data.open-power-system-data.org/;Open Power System Data;;;;;;168.2266862
Heizkraftwerk Altbach/Deizisau (Natural Gas);;{J};Germany;48.7176;9.3749;1;;;Open Power System Data;65;;Gas;;;;EnBW Energie Baden-W«¨rttemberg AG;WRI1005738;http://data.open-power-system-data.org/;Open Power System Data;;;;;;165.677797
HKW3 UPM Schongau;;{J};Germany;48.1603;10.1144;1;2015;;Open Power System Data;65;;Gas;;;;UPM GmbH;WRI1005826;http://data.open-power-system-data.org/;CARMA;;;;;;165.677797
GuD Anlage WVK;;{J};Germany;48.0202;7.8452;1;1998;;Open Power System Data;60.1;;Gas;;;;Solvay Acetow GmbH;WRI1005711;http://data.open-power-system-data.org/;Open Power System Data;;;;;;153.18824
PKV Kraftwerk;;{J};Germany;53.4032;8.1282;1;1989;;Open Power System Data;60;;Gas;;;;Papier- u. Kartonfabrik Varel GmbH & Co. KG;WRI1006003;http://data.open-power-system-data.org/;Open Power System Data;;;;;;152.9333511
HKW W«Ùrth;;{J};Germany;49.07;8.307;1;2008;;Open Power System Data;59;;Gas;;;;Palm Power GmbH & Co. KG;WRI1005821;http://data.open-power-system-data.org/;Open Power System Data;;;;;;150.3844619
HKW Chemnitz  Nord II (Natural Gas);;{J};Germany;50.857;12.9231;1;1986;;Open Power System Data;57.2;;Gas;;;;eins energie in sachsen GmbH & Co. KG;WRI1005778;http://data.open-power-system-data.org/;Open Power System Data;;;;;;145.7964614
HKW Eltmann;;{J};Germany;49.984;10.6514;1;2008;;Open Power System Data;57;;Gas;;;;Palm Power GmbH & Co. KG;WRI1005782;http://data.open-power-system-data.org/;Open Power System Data;;;;;;145.2866835
Heizkraftwerk Pforzheim GmbH;;{J};Germany;48.8832;8.6653;1;1969;;Open Power System Data;52.5;;Gas;;;;Heizkraftwerk Pforzheim GmbH;WRI1005756;http://data.open-power-system-data.org/;Open Power System Data;;;;;;133.8166822
Hattorf;;{J};Germany;50.8126;9.978;1;;;Open Power System Data;52.3;;Gas;;;;K+S AG;WRI1005728;http://data.open-power-system-data.org/;Open Power System Data;;;;;;133.3069044
GuD Leuna;;{J};Germany;51.2998;12.0193;1;1998;;Open Power System Data;52;;Gas;;;;InfraLeuna GmbH;WRI1005715;http://data.open-power-system-data.org/;Open Power System Data;;;;;;132.5422376
Zielitz;;{J};Germany;52.2985;11.6796;1;1996;;Open Power System Data;52;;Gas;;;;K+S AG;WRI1006153;http://data.open-power-system-data.org/;Open Power System Data;;;;;;132.5422376
Natural Gas Turbine #9;;{J};Germany;50.8305;6.9594;1;1975;;Open Power System Data;51.9;;Gas;;;;Basell Polyolefine GmbH;WRI1005973;http://data.open-power-system-data.org/;Open Power System Data;;;;;;132.2873487
Emden Natural Gas;;{J};Germany;53.3422;7.2062;1;1973;;Open Power System Data;50;;Gas;;;;Statkraft Markets GmbH;WRI1005657;http://data.open-power-system-data.org/;Open Power System Data;;;;;;127.4444592
Kombi-HKW;;{J};Germany;51.2791;9.484;1;1987;;Open Power System Data;50;;Gas;;;;St«œdtische Werke Energie + W«œrme GmbH;WRI1005870;http://data.open-power-system-data.org/;Open Power System Data;;;;;;127.4444592
Industriepark Werk Gendorf;;{J};Germany;48.1768;12.7306;1;2002;;Open Power System Data;49;;Gas;;;;InfraServ GmbH & Co. Gendorf KG;WRI1005845;http://data.open-power-system-data.org/;Open Power System Data;;;;;;124.89557
GuD-Anlage;;{J};Germany;49.9882;9.1558;1;2013;;Open Power System Data;47;;Gas;;;;DS Smith Paper Deutschland GmbH;WRI1005719;http://data.open-power-system-data.org/;Open Power System Data;;;;;;119.7977917
Kombikraftwerk;;{J};Germany;51.4656;12.592;1;1993;;Open Power System Data;46.6;;Gas;;;;Stora Enso Sachsen GmbH;WRI1005871;http://data.open-power-system-data.org/;Open Power System Data;;;;;;118.778236
Natural Gaskraftwerk #1;;{J};Germany;50.7055;6.6536;1;1966;;Open Power System Data;45.3;;Gas;;;;Smurfit Kappa Z«¨lpich Papier GmbH;WRI1005969;http://data.open-power-system-data.org/;Open Power System Data;;;;;;115.4646801
HKW Schwerin S«¨d;;{J};Germany;53.5779;11.3965;1;1994;;Open Power System Data;44.9;;Gas;;;;Energieversorgung Schwerin GmbH & Co. Erzeugung KG;WRI1005814;http://data.open-power-system-data.org/;Open Power System Data;;;;;;114.4451244
HKW Hiltrop;;{J};Germany;51.508;7.2503;1;2014;;Open Power System Data;44;;Gas;;;;Stadtwerke Bochum Holding GmbH;WRI1005790;http://data.open-power-system-data.org/;Open Power System Data;;;;;;112.1511241
HKW Fenne  GrubenNatural Gaskraftwerk;;{J};Germany;49.249;6.8792;1;2003;;Open Power System Data;42;;Gas;;;;STEAG New Energies GmbH;WRI1005786;http://data.open-power-system-data.org/;Open Power System Data;;;;;;107.0533457
Kraftwerk Grenzach-Wyhlen;;{J};Germany;47.5397;7.7069;1;2004;;Open Power System Data;40;;Gas;;;;KGW - Kraftwerk Grenzach-Wyhlen GmbH;WRI1005881;http://data.open-power-system-data.org/;Open Power System Data;;;;;;101.9555674
Spitzenlastkraftwerk Wolfen;;{J};Germany;51.6431;12.2289;1;1997;;Open Power System Data;40;;Gas;;;;envia THERM GmbH;WRI1006054;http://data.open-power-system-data.org/;Open Power System Data;;;;;;101.9555674
Natural Gas- u. Dampfturbinenanlage S«¨draum;;{J};Germany;49.2137;6.9781;1;2012;;Open Power System Data;38.6;;Gas;;;;ZF Friedrichshafen AG;WRI1005967;http://data.open-power-system-data.org/;Open Power System Data;;;;;;98.38712252
Industriekraftwerk Greifswald;;{J};Germany;54.1379;13.6671;1;2014;;Open Power System Data;37.7;;Gas;;;;Industriekraftwerk Greifswald GmbH;WRI1005843;http://data.open-power-system-data.org/;Open Power System Data;;;;;;96.09312226
GuD Kraftwerk Hillegossen;;{J};Germany;52.0333;8.5333;1;2005;;Open Power System Data;37.5;;Gas;;;;Stadtwerke Bielefeld GmbH;WRI1005714;http://data.open-power-system-data.org/;Open Power System Data;;;;;;95.58334442
Heizkraftwerk West;;{J};Germany;49.0144;8.3481;1;1984;;Open Power System Data;37;;Gas;;;;Stadtwerke Karlsruhe GmbH;WRI1005761;http://data.open-power-system-data.org/;Open Power System Data;;;;;;94.30889983
HKW Brandenburg;;{J};Germany;51.5122;13.9711;1;1997;;Open Power System Data;36;;Gas;;;;Stadtwerke Brandenburg an der Havel GmbH;WRI1005767;http://data.open-power-system-data.org/;Open Power System Data;;;;;;91.76001064
HKW Pfaffenwald;;{J};Germany;48.7508;9.1103;1;;;Open Power System Data;36;;Gas;;;;Universit«œt Stuttgart;WRI1005806;http://data.open-power-system-data.org/;Open Power System Data;;;;;;91.76001064
Natural Gas Turbine #3;;{J};Germany;51.1514;13.9776;1;2014;;Open Power System Data;36;;Gas;;;;Sachsenmilch Leppersdorf GmbH;WRI1006101;http://data.open-power-system-data.org/;Open Power System Data;;;;;;91.76001064
HKW S«¨dstadt;;{J};Germany;50.917;6.9573;1;1994;;Open Power System Data;35;;Gas;;;;RheinEnergie AG;WRI1005815;http://data.open-power-system-data.org/;Open Power System Data;;;;;;89.21112146
EVC / GLOBALFOUNDRIES;;{J};Germany;51.127;13.715;1;1998;;Open Power System Data;34.3;;Gas;;;;Energieversorgungscenter Dresden-Wilschdorf GmbH & Co. KG;WRI1005671;http://data.open-power-system-data.org/;Open Power System Data;;;;;;87.42689903
Kraftwerk 2;;{J};Germany;50.5691;9.6813;1;;;Open Power System Data;34.2;;Gas;;;;Papierfabrik Adolf Jass Schwarza GmbH;WRI1005875;http://data.open-power-system-data.org/;Open Power System Data;;;;;;87.17201011
Unterbreizbach;;{J};Germany;50.8132;9.9775;1;1965;;Open Power System Data;33.6;;Gas;;;;K+S AG;WRI1006113;http://data.open-power-system-data.org/;Open Power System Data;;;;;;85.6426766
RAG Anthrazit Ibbenb«¨ren GmbH;;{J};Germany;52.2859;7.7461;1;1985;;Open Power System Data;33.4;;Gas;;;;RAG Anthrazit Ibbenb«¨ren GmbH;WRI1006014;http://data.open-power-system-data.org/;Open Power System Data;;;;;;85.13289876
HKW Humboldtstr.;;{J};Germany;54.3275;10.1267;1;;;Open Power System Data;31;;Gas;;;;Stadtwerke Kiel AG;WRI1005791;http://data.open-power-system-data.org/;Open Power System Data;;;;;;79.01556472
KWK AOS GmbH;;{J};Germany;53.6575;9.502;1;2012;;Open Power System Data;30.7;;Gas;;;;Aluminium Oxid Stade GmbH;WRI1005920;http://data.open-power-system-data.org/;Open Power System Data;;;;;;78.25089796
HKW 1 Werk Offstein;;{J};Germany;49.5991;8.221;1;1992;;Open Power System Data;30;;Gas;;;;S«¨dzucker AG Mannheim/Ochsenfurt;WRI1005771;http://data.open-power-system-data.org/;Open Power System Data;;;;;;76.46667554
UPM Augsburg;;{J};Germany;48.3801;10.9014;1;1966;;Open Power System Data;29;;Gas;;;;UPM GmbH;WRI1006115;http://data.open-power-system-data.org/;Open Power System Data;;;;;;73.91778635
Natural Gas Turbine #8;;{J};Germany;48.401;10.9358;1;2004;;Open Power System Data;28.8;;Gas;;;;Stadtwerke Augsburg Energie GmbH;WRI1005972;http://data.open-power-system-data.org/;Open Power System Data;;;;;;73.40800851
HKW Erlangen (Natural Gas);;{J};Germany;49.593;11.0016;1;;;Open Power System Data;28.5;;Gas;;;;Erlanger Stadtwerke AG;WRI1005785;http://data.open-power-system-data.org/;Open Power System Data;;;;;;72.64334176
Natural Gas Turbine #1;;{J};Germany;49.2095;7.936;1;1975;;Open Power System Data;28;;Gas;;;;Buchmann GmbH;WRI1006093;http://data.open-power-system-data.org/;Open Power System Data;;;;;;71.36889717
HKW Freiberg;;{J};Germany;48.0056;7.8423;1;2001;;Open Power System Data;27;;Gas;;;;Universit«œtsklinikum Freiburg Ad«ÙR;WRI1005768;http://data.open-power-system-data.org/;Open Power System Data;;;;;;68.82000798
X-Kraftwerk;;{J};Germany;51.0144;6.9873;1;1981;;Open Power System Data;27;;Gas;;;;Currenta GmbH & Co. OHG;WRI1006150;http://data.open-power-system-data.org/;Open Power System Data;;;;;;68.82000798
HKW Schwarza;;{J};Germany;50.6869;11.3293;1;;;Open Power System Data;26.5;;Gas;;;;Energie- und Medienversorgung Schwarza GmbH;WRI1005812;http://data.open-power-system-data.org/;Open Power System Data;;;;;;67.54556339
IHKW Heidenheim;;{J};Germany;48.6701;10.1506;1;;;Open Power System Data;26.5;;Gas;;;;Voith Dienstleistungen und Grundst«¨cks GmbH & Co. KG;WRI1005834;http://data.open-power-system-data.org/;Open Power System Data;;;;;;67.54556339
Dortmund;;{J};Germany;51.5197;7.477;1;2004;;Open Power System Data;26;;Gas;;;;RWE Generation SE;WRI1005638;http://data.open-power-system-data.org/;Open Power System Data;;;;;;66.2711188
KWK-Anlage Krefeld DT;;{J};Germany;51.3392;6.6642;1;2004;;Open Power System Data;25.8;;Gas;;;;Cargill Deutschland GmbH;WRI1005925;http://data.open-power-system-data.org/;Open Power System Data;;;;;;65.76134096
HKW-Nord;;{J};Germany;52.2786;10.5147;1;1965;;Open Power System Data;25;;Gas;;;;Braunschweiger Versorgungs-AG & Co. KG;WRI1005824;http://data.open-power-system-data.org/;Open Power System Data;;;;;;63.72222961
HKW 2;;{J};Germany;51.4707;6.8616;1;1995;;Open Power System Data;24.5;;Gas;;;;Energieversorgung Oberhausen AG;WRI1005772;http://data.open-power-system-data.org/;Open Power System Data;;;;;;62.44778502
HBB;;{J};Germany;47.796;12.1193;1;2001;;Open Power System Data;24;;Gas;;;;HBB Heizkraftwerk Bauernfeind Betreibergesellschaft mbh;WRI1005730;http://data.open-power-system-data.org/;Open Power System Data;;;;;;61.17334043
INEOS Kraftwerk;;{J};Germany;51.4693;6.6436;1;1995;;Open Power System Data;24;;Gas;;;;INEOS Solvents Germany GmbH;WRI1005846;http://data.open-power-system-data.org/;Open Power System Data;;;;;;61.17334043
Natural Gasmotore;;{J};Germany;47.8561;12.1341;1;2011;;Open Power System Data;23.3;;Gas;;;;Stadtwerke Rosenheim GmbH & Co. KG;WRI1005971;http://data.open-power-system-data.org/;Open Power System Data;;;;;;59.389118
HKW 1;;{J};Germany;51.4707;6.8616;1;1972;;Open Power System Data;23.1;;Gas;;;;Energieversorgung Oberhausen AG;WRI1005770;http://data.open-power-system-data.org/;Open Power System Data;;;;;;58.87934016
HKW Schwerin Lankow;;{J};Germany;53.6539;11.373;1;1994;;Open Power System Data;23;;Gas;;;;Energieversorgung Schwerin GmbH & Co. Erzeugung KG;WRI1005813;http://data.open-power-system-data.org/;Open Power System Data;;;;;;58.62445124
Heizkraftwerk 1;;{J};Germany;53.5177;9.9508;1;1992;;Open Power System Data;22.5;;Gas;;;;ADM Hamburg Aktiengesellschaft;WRI1005732;http://data.open-power-system-data.org/;Open Power System Data;;;;;;57.35000665
Heizkraftwerk Bomlitz;;{J};Germany;52.9;9.65;1;1912;;Open Power System Data;22.1;;Gas;;;;Dow Wolff Cellulosics GmbH;WRI1005739;http://data.open-power-system-data.org/;CARMA;;;;;;56.33045098
HKW Wiesengrund;;{J};Germany;50.9816;10.2906;1;1993;;Open Power System Data;22.1;;Gas;;;;ENAG/MainNatural Gas Energieanlagen GmbH;WRI1005820;http://data.open-power-system-data.org/;Open Power System Data;;;;;;56.33045098
Energiezentrum Mohn Media;;{J};Germany;51.9073;8.4088;1;1994;;Open Power System Data;22;;Gas;;;;Mohn Media Mohndruck GmbH;WRI1005663;http://data.open-power-system-data.org/;Open Power System Data;;;;;;56.07556206
Heizkraftwerk Stendal;;{J};Germany;52.6087;11.8325;1;1994;;Open Power System Data;22;;Gas;;;;VASA Kraftwerke-Pool GmbH & Co. KG;WRI1005759;http://data.open-power-system-data.org/;Open Power System Data;;;;;;56.07556206
Bochum;;{J};Germany;51.4833;7.2167;1;2004;;Open Power System Data;20.7;;Gas;;;;RWE Generation SE;WRI1005615;http://data.open-power-system-data.org/;Open Power System Data;;;;;;52.76200612
Werkskraftwerk Sappi Alfeld 2;;{J};Germany;51.9851;9.8225;1;1947;;Open Power System Data;20;;Gas;;;;Sappi Alfeld GmbH;WRI1006137;http://data.open-power-system-data.org/;Open Power System Data;;;;;;50.97778369
Natural Gas Turbine #2;;{J};Germany;51.6627;10.3531;1;1978;;Open Power System Data;19.5;;Gas;;;;Smurfit Kappa Herzberger Papierfabrik GmbH;WRI1006095;http://data.open-power-system-data.org/;Open Power System Data;;;;;;49.7033391
Sigmundshall;;{J};Germany;52.4185;9.3681;1;1974;;Open Power System Data;19;;Gas;;;;K+S AG;WRI1006047;http://data.open-power-system-data.org/;Open Power System Data;;;;;;48.42889451
FS-Karton;;{J};Germany;51.2171;6.6965;1;1992;;Open Power System Data;18.9;;Gas;;;;FS-Karton GmbH;WRI1005684;http://data.open-power-system-data.org/;Open Power System Data;;;;;;48.17400559
HKW G«Ùttingen;;{J};Germany;51.5534;9.9337;1;1998;;Open Power System Data;18.8;;Gas;;;;Georg-August-Universit«œt G«Ùttingen Stiftung «üÉ??ffentlichen Rechts;WRI1005788;http://data.open-power-system-data.org/;Open Power System Data;;;;;;47.91911667
Natural Gas Turbine #7;;{J};Germany;49.4059;11.1329;1;;;Open Power System Data;18.6;;Gas;;;;Prinovis Ltd. & Co. KG;WRI1005708;http://data.open-power-system-data.org/;Open Power System Data;;;;;;47.40933883
Heizkraftwerk zur Papierfabrik;;{J};Germany;52.618;7.8619;1;1995;;Open Power System Data;18.1;;Gas;;;;Delkeskamp Verpackungswerke GmbH;WRI1005762;http://data.open-power-system-data.org/;Open Power System Data;;;;;;46.13489424
Heizkraftwerk 4;;{J};Germany;48.3751;10.9028;1;1976;;Open Power System Data;18;;Gas;;;;Stadtwerke Augsburg Energie GmbH;WRI1005735;http://data.open-power-system-data.org/;Open Power System Data;;;;;;45.88000532
KWK-Anlage Barby;;{J};Germany;51.9832;11.8766;1;1993;;Open Power System Data;18;;Gas;;;;Cargill Deutschland GmbH;WRI1005924;http://data.open-power-system-data.org/;Open Power System Data;;;;;;45.88000532
GuD-Kraftwerk;;{J};Germany;49.5307;8.4709;1;2005;;Open Power System Data;17.2;;Gas;;;;Energie- und Medienversorgung Sandhofer Stra«?e GmbH & Co. KG;WRI1005724;http://data.open-power-system-data.org/;Open Power System Data;;;;;;43.84089397
BHKW H.120;;{J};Germany;51.2545;6.7865;1;2012;;Open Power System Data;16.9;;Gas;;;;Daimler AG;WRI1005588;http://data.open-power-system-data.org/;Open Power System Data;;;;;;43.07622722
Heizkraftwerk Evonik Rheinfelden;;{J};Germany;47.5708;7.8072;1;1980;;Open Power System Data;16;;Gas;;;;Evonik Degussa GmbH;WRI1005741;http://data.open-power-system-data.org/;Open Power System Data;;;;;;40.78222695
HKW Merheim;;{J};Germany;50.9431;7.0852;1;2001;;Open Power System Data;15.8;;Gas;;;;RheinEnergie AG;WRI1005798;http://data.open-power-system-data.org/;Open Power System Data;;;;;;40.27244912
HKW Merkenich;;{J};Germany;51.0179;6.964;1;1965;;Open Power System Data;15.5;;Gas;;;;RheinEnergie AG;WRI1005799;http://data.open-power-system-data.org/;Open Power System Data;;;;;;39.50778236
Kesselhaus Zuckerfabrik;;{J};Germany;53.8563;13.7101;1;1993;;Open Power System Data;15.1;;Gas;;;;Suiker Unie GmbH;WRI1005861;http://data.open-power-system-data.org/;Open Power System Data;;;;;;38.48822669
"HKW ""Helmsh«œger Berg""";;{J};Germany;54.0973;13.385;1;1996;;Open Power System Data;14.7;;Gas;;;;Energieerzeugungsgesellschaft Greifswald GmbH;WRI1005769;http://data.open-power-system-data.org/;Open Power System Data;;;;;;37.46867101
KWK-Anlage Krefeld VM;;{J};Germany;51.3392;6.6642;1;2004;;Open Power System Data;14;;Gas;;;;Cargill Deutschland GmbH;WRI1005926;http://data.open-power-system-data.org/;Open Power System Data;;;;;;35.68444858
MT  D«¨ren;;{J};Germany;50.7728;6.49;1;2011;;Open Power System Data;14;;Gas;;;;Mets«œ Tissue GmbH Werk D«¨ren;WRI1005954;http://data.open-power-system-data.org/;Open Power System Data;;;;;;35.68444858
Egger Kraftwerk Briilon 2;;{J};Germany;51.4085;8.5999;1;1996;;Open Power System Data;13.5;;Gas;;;;Egger Kraftwerk Brilon GmbH;WRI1005652;http://data.open-power-system-data.org/;Open Power System Data;;;;;;34.41000399
HKW Bohrh«¨gel;;{J};Germany;50.6315;10.6987;1;1995;;Open Power System Data;13.5;;Gas;;;;Stadtwerke Suhl/Zella-Mehlis GmbH;WRI1005776;http://data.open-power-system-data.org/;Open Power System Data;;;;;;34.41000399
KWKK Heidelberg;;{J};Germany;49.4216;8.6728;1;2002;;Open Power System Data;13.5;;Gas;;;;RWE Energiedienstleistungen GmbH;WRI1005927;http://data.open-power-system-data.org/;Open Power System Data;;;;;;34.41000399
STW;;{J};Germany;50.8741;13.3944;1;2007;;Open Power System Data;13.5;;Gas;;;;Schoeller Technocell GmbH & Co. KG;WRI1006061;http://data.open-power-system-data.org/;Open Power System Data;;;;;;34.41000399
BHKW Obere Viehweide;;{J};Germany;48.5109;9.0715;1;2000;;Open Power System Data;13.4;;Gas;;;;Stadtwerke T«¨bingen GmbH;WRI1005590;http://data.open-power-system-data.org/;Open Power System Data;;;;;;34.15511507
GHD;;{J};Germany;48.6403;12.4634;1;1998;;Open Power System Data;13.4;;Gas;;;;GHD Bayernwerk Natur GmbH & Co. KG;WRI1005695;http://data.open-power-system-data.org/;Open Power System Data;;;;;;34.15511507
BHKW;;{J};Germany;49.0475;8.2816;1;2013;;Open Power System Data;13;;Gas;;;;Daimler AG;WRI1005586;http://data.open-power-system-data.org/;Open Power System Data;;;;;;33.1355594
GUD-Anlage DREWSEN;;{J};Germany;52.6235;10.2457;1;2000;;Open Power System Data;13;;Gas;;;;DREWSEN SPEZIALPAPIERE GmbH & Co.KG;WRI1005720;http://data.open-power-system-data.org/;Open Power System Data;;;;;;33.1355594
HKW-West;;{J};Germany;52.0262;8.8666;1;2002;;Open Power System Data;12.8;;Gas;;;;Stadtwerke Lemgo GmbH;WRI1005825;http://data.open-power-system-data.org/;Open Power System Data;;;;;;32.62578156
K&N PFK AG EV;;{J};Germany;51.0513;13.0166;1;1993;;Open Power System Data;12.75;;Gas;;;;K«¨bler & Niethammer Papierfabrik Kriebstein AG;WRI1005852;http://data.open-power-system-data.org/;Open Power System Data;;;;;;32.4983371
Heizkraftwerk Krefeld;;{J};Germany;51.3388;6.5853;1;;;Open Power System Data;12.6;;Gas;;;;SWK ENERGIE GmbH;WRI1005750;http://data.open-power-system-data.org/;Open Power System Data;;;;;;32.11600372
Kraftwerk Meggle;;{J};Germany;48.0564;12.1852;1;2000;;Open Power System Data;12.6;;Gas;;;;Molkerei MEGGLE Wasserburg GmbH & Co. KG;WRI1005887;http://data.open-power-system-data.org/;Open Power System Data;;;;;;32.11600372
BHKW Ludwigshafen;;{J};Germany;49.4531;8.4336;1;2008;;Open Power System Data;12.5;;Gas;;;;MVV Energie AG;WRI1005589;http://data.open-power-system-data.org/;Open Power System Data;;;;;;31.86111481
Industriekraftwerk Ludwigshafen;;{J};Germany;49.4532;8.4336;1;2003;;Open Power System Data;12;;Gas;;;;MVV Energie AG;WRI1005844;http://data.open-power-system-data.org/;Open Power System Data;;;;;;30.58667021
HKW Karcherstr. (Natural Gas);;{J};Germany;49.4347;7.7602;1;1989;;Open Power System Data;11.6;;Gas;;;;SWK - Stadtwerke Kaiserslautern;WRI1005796;http://data.open-power-system-data.org/;Open Power System Data;;;;;;29.56711454
Co-Generation;;{J};Germany;49.6633;8.3589;1;1991;;Open Power System Data;11.5;;Gas;;;;Grace GmbH & Co. KG;WRI1005625;http://data.open-power-system-data.org/;Open Power System Data;;;;;;29.31222562
Industriekraftwerk Breuberg;;{J};Germany;49.8108;9.0117;1;1999;;Open Power System Data;11.4;;Gas;;;;Industriekraftwerk Breuberg GmbH / Pirelli Deutschland GmbH;WRI1005842;http://data.open-power-system-data.org/;Open Power System Data;;;;;;29.0573367
P&L Werk Appeldorn;;{J};Germany;51.7297;6.3586;1;2004;;Open Power System Data;11.4;;Gas;;;;Pfeifer & Langen Kommanditgesellschaft;WRI1005992;http://data.open-power-system-data.org/;Open Power System Data;;;;;;29.0573367
Steinitz;;{J};Germany;52.83;11.1033;1;1995;;Open Power System Data;11.4;;Gas;;;;GDF SUEZ E&P DEUTSCHLAND GMBH;WRI1006058;http://data.open-power-system-data.org/;Open Power System Data;;;;;;29.0573367
Energiezentrale;;{J};Germany;51.5744;7.2979;1;1991;;Open Power System Data;11.1;;Gas;;;;R«üè?TGERS InfraTec GmbH;WRI1005661;http://data.open-power-system-data.org/;Open Power System Data;;;;;;28.29266995
Energiezentrale 1992;;{J};Germany;48.3591;11.7903;1;1992;;Open Power System Data;11.06;;Gas;;;;Flughafen M«¨nchen GmbH;WRI1005662;http://data.open-power-system-data.org/;Open Power System Data;;;;;;28.19071438
Biomass Generator #20;;{J};Germany;49.8587;7.8857;1;2006;;Open Power System Data;10.7;;Gas;;;;Michelin Reifenwerke AG & Co. KGaA Standort Bad Kreuznach;WRI1006098;http://data.open-power-system-data.org/;Open Power System Data;;;;;;27.27311427
PWG;;{J};Germany;47.7895;11.0554;1;;;Open Power System Data;10.6;;Gas;;;;Pei«?enberger W«œrmegesellschaft mbH;WRI1006010;http://data.open-power-system-data.org/;Open Power System Data;;;;;;27.01822536
BHKW an Klinkerweg;;{J};Germany;51.2169;6.9473;1;2000;;Open Power System Data;10.2;;Gas;;;;Stadtwerke Erkrath GmbH;WRI1005587;http://data.open-power-system-data.org/;Open Power System Data;;;;;;25.99866968
P&L Werk Lage;;{J};Germany;51.9861;8.8073;1;1980;;Open Power System Data;10.2;;Gas;;;;Pfeifer & Langen Kommanditgesellschaft;WRI1005996;http://data.open-power-system-data.org/;Open Power System Data;;;;;;25.99866968
Heizkraftwerk 5;;{J};Germany;49.8828;8.6287;1;1999;;Open Power System Data;10;;Gas;;;;Merck KGaA;WRI1005736;http://data.open-power-system-data.org/;Open Power System Data;;;;;;25.48889185
BHKW-Hauffstra«?e;;{J};Germany;48.4939;9.1856;1;2011;;Open Power System Data;9.8;;Gas;;;;FairEnergie GmbH;WRI1005591;http://data.open-power-system-data.org/;Open Power System Data;;;;;;24.97911401
HKW Bad Salzungen;;{J};Germany;50.8003;10.2206;1;1994;;Open Power System Data;9.7;;Gas;;;;Th«¨ringer Energie AG;WRI1005774;http://data.open-power-system-data.org/;Open Power System Data;;;;;;24.72422509
Erweiterung Energiezentrale 2003;;{J};Germany;48.3591;11.7903;1;2003;;Open Power System Data;7.44;;Gas;;;;Flughafen M«¨nchen GmbH;WRI1005668;http://data.open-power-system-data.org/;Open Power System Data;;;;;;18.96373553
Kessel 2;;{J};Germany;50.777;6.486;1;1967;;Open Power System Data;2.9;;Gas;;;;Papierfabrik Schoellershammer Heinrich August Schoeller S«Ùhne GmbH & Co. KG;WRI1005859;http://data.open-power-system-data.org/;Open Power System Data;;;;;;7.391778635
Megalopolis V;;{J};Greece;37.418;22.1083;1;;;Public Power Corporation of Greece;811;;Gas;;;;Public Power Company of Greece;WRI1061098;http://www.dei.gr/Default.aspx?id=146&nt=123&lang=4;WRI;;;;;;1055.780211
Lavrio;;{J};Greece;37.7463;24.0666;1;;;Public Power Corporation of Greece;723;;Gas;;;;Public Power Company of Greece;WRI1061099;http://www.dei.gr/Default.aspx?id=146&nt=123&lang=7;WRI;;;;;;941.2195965
Kotomini;;{J};Greece;41.0646;25.4899;1;2002;;Public Power Corporation of Greece;485;;Gas;;;;Public Power Company of Greece;WRI1061100;http://www.dei.gr/Default.aspx?id=146&nt=123&lang=2;WRI;;;;;;631.3852065
